english,santhali
"I called a cab to the station.   ","ᱤᱧ ᱥᱴᱮᱥᱚᱱ ᱨᱮ ᱢᱤᱫ ᱠᱮᱵᱽ ᱦᱚᱦᱚ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She checked all the tickets again.   ","ᱩᱱᱤ ᱫᱚᱦᱲᱟ ᱛᱮ ᱥᱟᱱᱟᱢ ᱴᱤᱠᱤᱴ ᱧᱮᱞ ᱠᱮᱫᱟᱭ ᱾ "
"He helped with the luggage.   ","ᱩᱱᱤ ᱡᱤᱱᱤᱥ ᱥᱟᱶ ᱜᱚᱲᱚ ᱞᱮᱫᱟᱭ ᱾ "
"We are sitting in the cab.   ","ᱟᱞᱮ ᱠᱮᱵᱽ ᱨᱮ ᱞᱮ ᱫᱩᱲᱩᱵ ᱟᱠᱟᱱᱟ ᱾ "
"I looked out at the sunrise.   ","ᱤᱧ ᱥᱤᱛᱩᱝ ᱩᱰᱩᱝ ᱥᱮᱫ ᱤᱧ ᱠᱚᱭᱚᱜ ᱠᱮᱫᱟ᱾ "
"She said, “It’s a beautiful day.”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱱᱚᱣᱟ ᱫᱚ ᱟᱹᱰᱤ ᱪᱮᱦᱨᱟ ᱫᱤᱱ ᱠᱟᱱᱟ ᱾” "
"He played music on his phone.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱯᱷᱚᱱ ᱨᱮ ᱥᱮᱨᱮᱧ ᱪᱟᱹᱞᱩ ᱠᱮᱫᱟᱭ ᱾ "
"We are excited about the trip.   ","ᱟᱞᱮ ᱫᱟᱬᱟ ᱞᱟᱹᱜᱤᱫ ᱟᱹᱰᱤ ᱨᱟᱹᱥᱠᱟᱹ ᱨᱮ ᱢᱮᱱᱟᱜ ᱞᱮᱭᱟ᱾ "
"I saw the train at the platform.   ","ᱤᱧ ᱯᱞᱟᱴᱯᱷᱚᱨᱢ ᱨᱮ ᱴᱨᱮᱱ ᱧᱮᱞ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She said, “That’s our coach.”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱚᱱᱟ ᱫᱚ ᱟᱞᱮ ᱨᱮᱱ ᱠᱚᱪ ᱠᱟᱱᱟᱭ ᱾” "
"He carried the heavy bag inside.   ","ᱩᱱᱤ ᱦᱟᱢᱟᱞ ᱵᱮᱜᱽ ᱵᱷᱤᱛᱟ.ᱨ ᱨᱮ ᱤᱫᱤ ᱠᱮᱫᱟᱭ ᱾ "
"We are finding our seats.   ","ᱟᱞᱮ ᱟᱞᱮᱭᱟᱜ ᱫᱩᱲᱩᱵ ᱞᱮ ᱧᱟᱢ ᱮᱫᱟ᱾ "
"I kept my bag near the window.   ","ᱤᱧ ᱤᱧᱟᱜ ᱵᱮᱜᱽ ᱡᱷᱚᱨᱠᱟ ᱥᱩᱨ ᱨᱮᱧ ᱫᱚᱦᱚ ᱠᱮᱫᱟ᱾ "
"She sat beside me.   ","ᱩᱱᱤ ᱤᱧ ᱥᱩᱨ ᱨᱮ ᱫᱩᱲᱩᱵ ᱮᱱᱟᱭ ᱾ "
"He took the upper berth.   ","ᱩᱱᱤ ᱪᱮᱛᱟᱱ ᱵᱟᱨᱛᱷ ᱦᱟᱛᱟᱣ ᱠᱮᱫᱟᱭ ᱾ "
"We are talking about our plans.   ","ᱟᱞᱮ ᱟᱞᱮᱭᱟᱜ ᱯᱚᱱᱛᱷᱟ ᱵᱟᱨᱮᱛᱮ ᱞᱮ ᱨᱚᱯᱚᱲ ᱠᱟᱱᱟ᱾ "
"I said I want to see the mountains.   ","ᱤᱧ ᱢᱮᱱ ᱠᱮᱫᱟ ᱤᱧ ᱵᱩᱨᱩ ᱠᱚ ᱧᱮᱞ ᱥᱟᱱᱟᱹᱧ ᱠᱟᱱᱟ ᱾ "
"She wants to visit a waterfall.   ","ᱩᱱᱤ ᱢᱤᱫ ᱫᱟᱜ ᱧᱩᱨᱦᱟᱹᱜ ᱧᱮᱞ ᱥᱟᱱᱟᱭᱮ ᱠᱟᱱᱟ᱾ "
"He said, “Let’s do both.”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱫᱮᱞᱟ ᱵᱟᱱᱟᱦᱚᱲ ᱞᱮ ᱠᱚᱨᱟᱣᱟ ᱾” "
"We are laughing together.   ","ᱟᱞᱮ ᱢᱤᱫ ᱥᱟᱶᱛᱮ ᱞᱮ ᱞᱟᱱᱫᱟᱭᱮᱫᱟ᱾ "
"I bought some snacks from the vendor.   ","ᱤᱧ ᱵᱷᱮᱱᱰᱚᱨ ᱴᱷᱮᱱ ᱠᱷᱚᱱ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱥᱱᱮᱠᱥ ᱠᱤᱨᱤᱧ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She is sipping on juice.   ","ᱩᱱᱤ ᱨᱚᱥ ᱧᱩᱭ ᱠᱟᱱᱟᱭ ᱾ "
"He is reading a travel magazine.   ","ᱩᱱᱤ ᱫᱚ ᱫᱟᱲᱟᱱ ᱯᱟᱛᱷᱟᱢ ᱯᱟᱲᱦᱟᱣ ᱠᱟᱱᱟᱭ ᱾ "
"We are watching trees pass by.   ","ᱟᱞᱮ ᱫᱚ ᱫᱟᱨᱮ ᱠᱚ ᱯᱟᱨᱚᱢᱚᱜ ᱞᱮ ᱧᱮᱞ ᱮᱫᱟ᱾ "
"I said, “It feels peaceful.”   ","ᱤᱧ ᱢᱮᱱ ᱠᱮᱫᱟ, “ᱱᱚᱣᱟ ᱫᱚ ᱱᱤᱨᱟᱹᱭ ᱞᱮᱠᱟ ᱟᱹᱭᱠᱟᱹᱣᱚᱜ ᱠᱟᱱᱟ ᱾” "
"She smiled quietly.   ","ᱩᱱᱤ ᱛᱷᱤᱨ ᱠᱟᱛᱮ ᱞᱟᱱᱫᱟ ᱠᱮᱫᱟᱭ ᱾ "
"He took a few photos.   ","ᱩᱱᱤ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱪᱤᱛᱟᱹᱨ ᱦᱟᱛᱟᱣ ᱠᱮᱫᱟᱭ ᱾ "
"We are enjoying the journey.   ","ᱟᱞᱮ ᱥᱟᱝᱜᱷᱟᱨ ᱨᱮ ᱨᱟᱹᱥᱠᱟᱹ ᱞᱮ ᱦᱟᱛᱟᱣ ᱮᱫᱟ᱾ "
"I heard the ticket collector coming.   ","ᱤᱧ ᱴᱤᱠᱤᱴ ᱦᱟᱛᱟᱣᱤᱡ ᱦᱤᱡᱩᱜ ᱟᱸᱡᱚᱢ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She showed our tickets.   ","ᱩᱱᱤ ᱟᱞᱮᱭᱟᱜ ᱴᱤᱠᱤᱴ ᱩᱫᱩᱜ ᱠᱮᱫᱟᱭ ᱾ "
"He thanked him politely.   ","ᱩᱱᱤ ᱩᱱᱤ ᱢᱟᱹᱦᱤᱨ ᱥᱟᱞᱟᱜ ᱥᱟᱨᱦᱟᱣ ᱮ ᱢᱮᱛᱟᱫᱮᱭᱟ᱾ "
"We are watching the changing scenery.   ","ᱟᱞᱮ ᱵᱚᱫᱚᱞᱚᱜ ᱠᱟᱱ ᱥᱤᱱᱟᱨᱤ ᱞᱮ ᱧᱮᱞ ᱮᱫᱟ᱾ "
"I saw children waving near the tracks.   ","ᱤᱧ ᱴᱨᱮᱠ ᱥᱩᱨ ᱨᱮ ᱜᱤᱫᱽᱨᱟᱹ ᱠᱚ ᱦᱟᱦᱟᱲᱟ ᱧᱮᱞ ᱠᱮᱫ ᱠᱚᱣᱟᱹᱧ ᱾ "
"She waved back happily.   ","ᱩᱱᱤ ᱠᱩᱥᱤ ᱛᱮ ᱦᱟᱦᱟᱣ ᱨᱩᱣᱟᱹᱲ ᱠᱮᱫᱟᱭ ᱾ "
"He smiled at them.   ","ᱩᱱᱤ ᱩᱱᱠᱩ ᱥᱮᱫ ᱞᱟᱱᱫᱟ ᱠᱮᱫᱟᱭ ᱾ "
"We are feeling relaxed.   ","ᱟᱞᱮ ᱡᱤᱨᱟᱹᱣ ᱞᱮ ᱟᱹᱭᱠᱟᱹᱣ ᱮᱫᱟ᱾ "
"I took a short nap.   ","ᱤᱧ ᱠᱷᱟᱴᱚ ᱡᱟᱹᱯᱤᱫ ᱦᱟᱛᱟᱣ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She covered me with a scarf.   ","ᱩᱱᱤ ᱤᱧ ᱥᱠᱟᱨᱯ ᱛᱮ ᱮ ᱮᱥᱮᱫ ᱠᱤᱫᱤᱧᱟᱭ ᱾ "
"He listened to music quietly.   ","ᱩᱱᱤ ᱛᱷᱤᱨ ᱠᱟᱛᱮ ᱥᱮᱨᱮᱧ ᱟᱸᱡᱚᱢ ᱠᱮᱫᱟᱭ ᱾ "
"We are nearing our destination.   ","ᱟᱞᱮ ᱫᱚ ᱟᱞᱮᱭᱟᱜ ᱴᱷᱟᱶ ᱥᱩᱨ ᱨᱮ ᱢᱮᱱᱟᱜ ᱞᱮᱭᱟ᱾ "
"I packed up my things.   ","ᱤᱧ ᱤᱧᱟᱜ ᱡᱤᱱᱤᱥ ᱠᱚ ᱯᱮᱠ ᱠᱮᱜᱟᱹᱧ ᱾ "
"She looked out for the station board.   ","ᱩᱱᱤ ᱥᱴᱮᱥᱚᱱ ᱵᱚᱨᱰ ᱧᱮᱞ ᱠᱮᱫᱟᱭ ᱾ "
"He said, “We have reached!”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱟᱞᱮ ᱥᱮᱴᱮᱨ ᱮᱱᱟ ᱞᱮ!” "
"We are getting off the train.   ","ᱟᱞᱮ ᱴᱨᱮᱱ ᱠᱷᱚᱱ ᱞᱮ ᱚᱰᱚᱠᱚᱜ ᱠᱟᱱᱟ᱾ "
"I stretched my arms.   ","ᱤᱧ ᱤᱧᱟᱜ ᱛᱤ ᱠᱚ ᱞᱟᱦᱟ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She yawned and smiled.   ","ᱩᱱᱤ ᱡᱟᱢᱵᱮ ᱠᱮᱫᱟᱭ ᱟᱨ ᱞᱟᱱᱫᱟ ᱠᱮᱫᱟᱭ ᱾ "
"He helped with the bags.   ","ᱩᱱᱤ ᱵᱮᱜᱽ ᱥᱟᱶ ᱜᱚᱲᱚ ᱞᱮᱫᱟᱭ ᱾ "
"We are looking for a taxi.   ","ᱟᱞᱮ ᱢᱤᱫ ᱴᱮᱠᱥᱤ ᱞᱮ ᱯᱟᱱᱛᱮ ᱮᱫᱟ᱾ "
"I asked a driver for the fare.   ","ᱤᱧ ᱢᱤᱫ ᱰᱨᱟᱭᱣᱚᱨ ᱴᱷᱮᱱ ᱵᱷᱟᱲᱟ ᱤᱧ ᱠᱷᱚᱡᱚᱜ ᱠᱟᱱᱟ ᱾ "
"She checked the map.   ","ᱩᱱᱤ ᱱᱟᱠᱥᱟ ᱧᱮᱞ ᱠᱮᱫᱟᱭ ᱾ "
"He put the bags in the trunk.   ","ᱩᱱᱤ ᱵᱮᱜᱽ ᱠᱚ ᱴᱨᱟᱱᱠ ᱨᱮ ᱫᱚᱦᱚ ᱠᱮᱫᱟᱭ ᱾ "
"We are sitting in the back seat.   ","ᱟᱞᱮ ᱫᱚ ᱯᱟᱹᱪᱷᱞᱟᱹ ᱥᱤᱴ ᱨᱮ ᱞᱮ ᱫᱩᱲᱩᱵ ᱟᱠᱟᱱᱟ ᱾ "
"I opened the window for fresh air.   ","ᱤᱧ ᱥᱟᱯᱷᱟ ᱦᱚᱭ ᱞᱟᱹᱜᱤᱫ ᱡᱷᱚᱨᱠᱟ ᱡᱷᱤᱡ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She said, “The breeze feels nice.”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱦᱚᱭ ᱫᱚ ᱵᱮᱥ ᱜᱮ ᱟᱹᱭᱠᱟᱹᱣᱚᱜ ᱠᱟᱱᱟ ᱾” "
"He pointed at the hills.   ","ᱩᱱᱤ ᱵᱩᱨᱩ ᱥᱮᱫ ᱩᱫᱩᱜ ᱠᱮᱫᱟᱭ ᱾ "
"We are driving through green roads.   ","ᱟᱞᱮ ᱦᱟᱹᱨᱭᱟᱹᱲ ᱦᱚᱨ ᱛᱮ ᱜᱟᱹᱰᱤ ᱞᱮ ᱪᱟᱹᱞᱩ ᱮᱫᱟ᱾ "
"I saw small shops on the way.   ","ᱤᱧ ᱦᱚᱨ ᱨᱮ ᱠᱟᱹᱴᱤᱡ ᱫᱩᱠᱟᱹᱱ ᱠᱚᱧ ᱧᱮᱞ ᱠᱮᱫᱟ᱾ "
"She wanted to stop for tea.   ","ᱩᱱᱤ ᱪᱟ ᱧᱩ ᱞᱟᱹᱜᱤᱫ ᱛᱤᱸᱜᱩ ᱥᱟᱱᱟᱭ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱡ ᱾ "
"He agreed and told the driver.   ","ᱩᱱᱤ ᱦᱮᱡ ᱮᱱᱟᱭ ᱟᱨ ᱰᱨᱟᱭᱵᱷᱟᱨ ᱢᱮᱛᱟᱫᱮᱭᱟᱭ ᱾ "
"We are sitting at a roadside stall.   ","ᱟᱞᱮ ᱫᱚ ᱥᱚᱸᱡᱷᱮ ᱥᱩᱨ ᱨᱮ ᱢᱤᱫ ᱥᱴᱟᱞ ᱨᱮ ᱞᱮ ᱫᱩᱲᱩᱵ ᱟᱠᱟᱱᱟ ᱾ "
"I ordered tea and biscuits.   ","ᱤᱧ ᱪᱟ ᱟᱨ ᱵᱤᱥᱠᱩᱴ ᱚᱰᱟᱨ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She bought some chips.   ","ᱩᱱᱤ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱪᱤᱯᱥ ᱠᱤᱨᱤᱧ ᱠᱮᱫᱟᱭ ᱾ "
"He clicked a group selfie.   ","ᱩᱱᱤ ᱢᱤᱫ ᱜᱟᱫᱮᱞ ᱥᱮᱞᱯᱷᱤ ᱨᱮ ᱞᱤᱱ ᱠᱮᱫᱟᱭ ᱾ "
"We are laughing at the photo.   ","ᱟᱞᱮ ᱪᱤᱛᱟᱹᱨ ᱧᱮᱞ ᱠᱟᱛᱮ ᱞᱮ ᱞᱟᱱᱫᱟᱭᱮᱫᱟ᱾ "
"I said, “This is a great start.”   ","ᱤᱧ ᱢᱮᱱ ᱠᱮᱫᱟ, “ᱱᱚᱣᱟ ᱫᱚ ᱟᱹᱰᱤ ᱵᱮᱥ ᱮᱛᱚᱦᱚᱵ ᱠᱟᱱᱟ ᱾” "
"She nodded happily.   ","ᱩᱱᱤ ᱠᱩᱥᱤ ᱛᱮ ᱦᱩᱸ ᱠᱮᱜᱼᱟᱭ ᱾ "
"He finished his tea.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱪᱟ ᱪᱟᱵᱟ ᱠᱮᱫᱟᱭ ᱾ "
"We are back on the road.   ","ᱟᱞᱮ ᱫᱚ ᱦᱚᱨ ᱨᱮ ᱞᱮ ᱨᱩᱣᱟᱹᱲ ᱮᱱᱟ ᱾ "
"I can see mountains in the distance.   ","ᱤᱧ ᱥᱟᱝᱜᱤᱧ ᱨᱮ ᱵᱩᱨᱩ ᱠᱚᱧ ᱧᱮᱞ ᱧᱟᱢ ᱮᱫᱟ᱾ "
"She said, “They look amazing.”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱩᱱᱠᱩ ᱟᱹᱰᱤ ᱵᱮᱥ ᱠᱚ ᱧᱮᱞᱚᱜ ᱠᱟᱱᱟ ᱾” "
"He took another picture.   ","ᱩᱱᱤ ᱟᱨ ᱢᱤᱫ ᱪᱤᱛᱟᱹᱨ ᱦᱟᱛᱟᱣ ᱠᱮᱫᱟᱭ ᱾ "
"We are reaching the hotel.   ","ᱟᱞᱮ ᱦᱳᱴᱮᱞ ᱞᱮ ᱥᱮᱴᱮᱨᱚᱜ ᱠᱟᱱᱟ ᱾ "
"I went to the reception desk.   ","ᱤᱧ ᱨᱤᱥᱮᱯᱥᱚᱱ ᱰᱮᱥᱠ ᱛᱮ ᱥᱮᱱ ᱮᱱᱟᱹᱧ ᱾ "
"She filled the form.   ","ᱩᱱᱤ ᱯᱷᱚᱨᱢ ᱮ ᱯᱮᱨᱮᱡ ᱠᱮᱫᱟ᱾ "
"He collected the room keys.   ","ᱩᱱᱤ ᱠᱟᱱᱫᱷᱟ ᱨᱮᱭᱟᱜ ᱪᱟᱵᱷᱤ ᱠᱚᱭ ᱡᱟᱣᱨᱟ ᱠᱮᱫᱟ᱾ "
"We are walking to our rooms.   ","ᱟᱞᱮ ᱟᱞᱮᱭᱟᱜ ᱠᱟᱱᱫᱷᱟ ᱥᱮᱫ ᱞᱮ ᱛᱟᱲᱟᱢ ᱮᱫᱟ᱾ "
"I opened the curtains.   ","ᱤᱧ ᱯᱚᱨᱫᱟ ᱠᱚᱧ ᱡᱷᱤᱡ ᱠᱮᱫᱟ᱾ "
"She looked at the view outside.   ","ᱩᱱᱤ ᱵᱟᱦᱨᱮ ᱧᱮᱞᱡᱚᱝ ᱧᱮᱞ ᱠᱮᱫᱟᱭ ᱾ "
"He said, “This is perfect.”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱱᱚᱣᱟ ᱫᱚ ᱱᱤᱠᱷᱩᱛ ᱜᱮᱭᱟ ᱾” "
"We are unpacking our bags.   ","ᱟᱞᱮ ᱟᱞᱮᱭᱟᱜ ᱵᱮᱜᱽ ᱞᱮ ᱚᱪᱚᱜ ᱮᱫᱟ᱾ "
"I changed my clothes.   ","ᱤᱧ ᱤᱧᱟᱜ ᱠᱤᱪᱨᱤᱡ ᱵᱚᱫᱚᱞ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She is arranging her things.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱡᱤᱱᱤᱥ ᱠᱚ ᱥᱟᱯᱲᱟᱣ ᱮᱫᱟᱭ ᱾ "
"He turned on the TV.   ","ᱩᱱᱤ ᱴᱤᱵᱷᱤ ᱪᱟᱹᱞᱩ ᱠᱮᱫᱟᱭ ᱾ "
"We are planning to go out soon.   ","ᱟᱞᱮ ᱞᱚᱜᱚᱱ ᱜᱮ ᱵᱟᱦᱨᱮ ᱥᱮᱱᱚᱜ ᱞᱮ ᱯᱞᱟᱱ ᱮᱫᱟ᱾ "
"I said, “Let’s rest for a while.”   ","ᱤᱧ ᱢᱮᱱ ᱠᱮᱫᱟ, “ᱫᱮᱞᱟ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱚᱠᱛᱚ ᱡᱤᱨᱟᱹᱣ ᱞᱮᱜᱮ ᱾” "
"She agreed and lay on the bed.   ","ᱩᱱᱤ ᱦᱮᱡ ᱮᱱᱟᱭ ᱟᱨ ᱟᱴᱮᱫ ᱨᱮ ᱜᱤᱛᱤᱡ ᱮᱱᱟᱭ ᱾ "
"He said, “Wake me up in an hour.”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱢᱤᱫ ᱴᱟᱲᱟᱝ ᱛᱟᱭᱚᱢ ᱵᱮᱨᱮᱫ ᱤᱧ ᱢᱮ ᱾” "
"We are relaxing after a long journey.   ","ᱟᱞᱮ ᱟᱹᱰᱤ ᱡᱷᱟᱹᱞ ᱥᱟᱝᱜᱷᱟᱨ ᱛᱟᱭᱚᱢ ᱡᱤᱨᱟᱹᱣ ᱠᱟᱱᱟ ᱞᱮ ᱾ "
"I feel calm and happy.   ","ᱤᱧ ᱛᱷᱤᱨ ᱟᱨ ᱨᱟᱹᱥᱠᱟᱹ ᱤᱧ ᱟᱹᱭᱠᱟᱹᱣ ᱮᱫᱟ᱾ "
"She said, “It’s already worth it.”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱱᱚᱣᱟ ᱫᱚ ᱞᱟᱦᱟ ᱠᱷᱚᱱ ᱜᱮ ᱜᱚᱱᱚᱝ ᱢᱮᱱᱟᱜᱼᱟ ᱾” "
"He smiled and closed his eyes.   ","ᱩᱱᱤ ᱞᱟᱱᱫᱟ ᱠᱮᱫᱟᱭ ᱟᱨ ᱟᱡᱟᱜ ᱢᱮᱫ ᱡᱟᱹᱯᱤᱫ ᱠᱮᱫᱟᱭ ᱾ "
"We are ready for our holiday.   ","ᱟᱞᱮ ᱟᱞᱮᱭᱟᱜ ᱪᱷᱩᱴᱤ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱯᱲᱟᱣ ᱜᱮᱭᱟ ᱞᱮ ᱾ "
"I reached college early today.   ","ᱤᱧ ᱛᱮᱦᱮᱧ ᱞᱚᱜᱚᱱ ᱠᱚᱞᱮᱡᱽ ᱥᱮᱴᱮᱨ ᱮᱱᱟᱹᱧ ᱾ "
"She waved at me from the gate.   ","ᱩᱱᱤ ᱜᱮᱴ ᱠᱷᱚᱱ ᱤᱧ ᱥᱮᱫ ᱦᱟᱦᱟᱣ ᱠᱮᱫᱟᱭ ᱾"
"He was talking to our classmate.   ","ᱩᱱᱤ ᱟᱞᱮ ᱨᱮᱱ ᱜᱟᱛᱮ ᱥᱟᱶ ᱨᱚᱯᱚᱲ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱡ ᱾ "
"We are walking to the classroom together.   ","ᱟᱞᱮ ᱢᱤᱫ ᱥᱟᱶᱛᱮ ᱪᱟᱱᱟᱪ ᱨᱩᱢ ᱞᱮ ᱛᱟᱲᱟᱢ ᱮᱫᱟ᱾ "
"I said, “Did you finish the homework?”   ","ᱤᱧ ᱢᱮᱱ ᱠᱮᱫᱟ, “ᱪᱮᱫ ᱟᱢ ᱚᱲᱟᱜ ᱠᱟᱹᱢᱤᱢ ᱪᱟᱵᱟ ᱠᱮᱫᱟ?” "
"She laughed and said, “Almost.”   ","ᱩᱱᱤ ᱞᱟᱱᱫᱟ ᱠᱟᱛᱮ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱯᱨᱟᱭ ᱜᱮ ᱾” "
"He forgot his notebook again.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱱᱚᱴᱵᱚᱦᱤ ᱫᱚᱦᱲᱟ ᱦᱤᱲᱤᱧ ᱠᱮᱫᱟᱭ ᱾ "
"We are sitting in the second row.   ","ᱟᱞᱮ ᱫᱚ ᱫᱚᱥᱟᱨ ᱛᱷᱟᱨ ᱨᱮ ᱞᱮ ᱫᱩᱲᱩᱵ ᱟᱠᱟᱱᱟ ᱾ "
"I took out my pen and notes.   ","ᱤᱧ ᱤᱧᱟᱜ ᱠᱚᱞᱚᱢ ᱟᱨ ᱱᱚᱴ ᱠᱚ ᱚᱰᱚᱠ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She is revising the last topic.   ","ᱩᱱᱤ ᱢᱩᱪᱟᱹᱫ ᱥᱟᱛᱟᱢ ᱨᱮ ᱥᱩᱫᱷᱨᱟᱹᱣ ᱮᱫᱟᱭ ᱾ "
"He is looking out of the window.   ","ᱩᱱᱤ ᱡᱷᱚᱨᱠᱟ ᱠᱷᱚᱱ ᱵᱟᱦᱨᱮ ᱠᱚᱭᱚᱜ ᱠᱟᱱᱟᱭ ᱾ "
"We are waiting for the teacher.   ","ᱟᱞᱮ ᱢᱟᱪᱮᱛ ᱞᱟᱹᱜᱤᱫ ᱞᱮ ᱛᱟᱺᱜᱤ ᱟᱠᱟᱫᱟ᱾ "
"I checked my phone quietly.   ","ᱤᱧ ᱛᱷᱤᱨ ᱠᱟᱛᱮ ᱤᱧᱟᱜ ᱯᱷᱚᱱ ᱧᱮᱞ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She whispered, “Put it away.”   ","ᱩᱱᱤ ᱠᱷᱟᱭ ᱠᱷᱚᱭ ᱛᱮ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱱᱚᱣᱟ ᱥᱟᱦᱟᱨᱮ ᱫᱚᱦᱚ ᱠᱟᱜ ᱢᱮ ᱾” "
"He smiled and said, “Relax.”   ","ᱩᱱᱤ ᱞᱟᱱᱫᱟ ᱠᱮᱫᱟᱭ ᱟᱨ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱡᱤᱨᱟᱹᱣ ᱢᱮ ᱾” "
"We are trying not to laugh.   ","ᱟᱞᱮ ᱵᱟᱝ ᱞᱟᱱᱫᱟᱭ ᱞᱟᱹᱜᱤᱫ ᱞᱮ ᱠᱩᱨᱩᱢᱩᱴᱩ ᱮᱫᱟ᱾ "
"I saw the teacher enter the room.   ","ᱤᱧ ᱢᱟᱪᱮᱛ ᱠᱟᱱᱫᱷᱟ ᱨᱮ ᱵᱚᱞᱚᱱ ᱧᱮᱞ ᱠᱮᱫᱮᱭᱟᱹᱧ ᱾ "
"She stood up to greet him.   ","ᱩᱱᱤ ᱩᱱᱤ ᱡᱚᱦᱟᱨ ᱞᱟᱹᱜᱤᱫ ᱛᱤᱝᱜᱩ ᱮᱱᱟᱭ ᱾ "
"He said, “Good morning, sir.”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱥᱟᱹᱜᱩᱱ ᱥᱮᱛᱟᱜ, ᱜᱚᱢᱠᱮ᱾” "
"We are opening our books.   ","ᱟᱞᱮ ᱟᱞᱮᱭᱟᱜ ᱯᱚᱛᱚᱵ ᱞᱮ ᱡᱷᱤᱡᱽ ᱮᱫᱟ᱾ "
"I am listening carefully.   ","ᱤᱧ ᱫᱚ ᱵᱮᱥ ᱛᱮ ᱟᱸᱡᱚᱢ ᱮᱫᱟᱹᱧ ᱾ "
"She is writing every point.   ","ᱩᱱᱤ ᱥᱟᱱᱟᱢ ᱯᱚᱭᱮᱱᱴ ᱮ ᱚᱞ ᱮᱫᱟ᱾ "
"He is asking a question.   ","ᱩᱱᱤ ᱢᱤᱫ ᱠᱩᱠᱞᱤ ᱮ ᱠᱩᱞᱤ ᱠᱟᱱᱟ᱾ "
"We are discussing the answer together.   ","ᱟᱞᱮ ᱢᱤᱫ ᱥᱟᱶᱛᱮ ᱛᱮᱞᱟ ᱞᱮ ᱜᱟᱞᱚᱪ ᱮᱫᱟ᱾ "
"I said, “That’s a tricky one.”   ","ᱤᱧ ᱢᱮᱱ ᱠᱮᱫᱟ, “ᱚᱱᱟ ᱫᱚ ᱢᱤᱫ ᱴᱨᱤᱠᱤ ᱠᱟᱱᱟ ᱾” "
"She explained it to me.   ","ᱩᱱᱤ ᱤᱧ ᱵᱩᱡᱷᱟᱹᱣ ᱟᱫᱤᱧᱟᱭ ᱾ "
"He nodded in agreement.   ","ᱩᱱᱤ ᱥᱚᱦᱢᱚᱛ ᱞᱟᱹᱜᱤᱫ ᱦᱚᱨᱚᱜ ᱠᱮᱫᱟᱭ ᱾ "
"We are solving the exercise.   ","ᱟᱞᱮ ᱵᱮᱭᱟᱢ ᱥᱚᱞᱦᱮᱭᱮᱫ ᱞᱮᱭᱟ ᱾ "
"I wrote the answer on the board.   ","ᱤᱧ ᱛᱮᱞᱟ ᱵᱚᱨᱰ ᱨᱮ ᱚᱞ ᱠᱮᱫᱟᱹᱧ ᱾ "
"She clapped softly.   ","ᱩᱱᱤ ᱞᱟᱵᱤᱫ ᱛᱮ ᱛᱟᱞᱟᱭ ᱛᱷᱟᱯ ᱠᱮᱫᱟ᱾ "
"He said, “Nice work!”   ","ᱩᱱᱤ ᱢᱮᱱ ᱠᱮᱫᱟᱭ, “ᱱᱟᱯᱟᱭ ᱠᱟᱹᱢᱤ!” "
